username_length,num_followers,num_following,posts_count,is_private,has_profile_pic,bio_length,avg_likes,avg_comments,account_age_days,follower_following_ratio,is_verified,engagement_rate,growth_score,username_suspicious_score,label
8,14,23,9,1,0,6,0,2,22,0.625,0,0.1429,0.75,0.81,1
3,2958455,51,20054,0,1,108,122494,2422,1665,56893.385,1,0.0422,1840.6,0.2,0
12,765375,2626,280,0,1,42,67563,2966,2281,291.35,0,0.0921,303.29,0.8,0
8,1,28,8,1,1,43,1,2,83,0.069,0,3.0,0.01,0.7,1
8,17,23,2,1,1,38,1,1,85,0.75,0,0.1176,0.24,0.8,1
7,18,5,2,1,0,8,5,1,51,3.167,0,0.3333,0.33,0.67,1
12,25802,220,294,1,0,107,0,0,1676,116.756,0,0.0,17.51,0.8,0
9,112737,790,191,0,1,117,11868,312,2037,142.526,0,0.108,61.13,0.6,0
7,5883,35,376,1,1,85,0,0,2761,163.444,0,0.0,1.96,0.47,0
5,329976,2957,26,0,1,89,33633,656,1995,111.554,0,0.1039,162.22,0.33,0
15,20342,201,180,1,0,30,0,0,1541,100.708,0,0.0,11.4,1.0,0
9,207524,1128,83,0,1,158,29363,1119,2656,183.813,0,0.1469,64.88,0.6,0
8,3034090,14,346748,0,1,91,340900,5019,3743,202272.733,1,0.114,653.05,0.53,0
4,25920,246,57,1,0,100,0,0,1799,104.943,0,0.0,14.38,0.27,0
9,15,25,7,1,0,18,4,2,13,0.615,0,0.4,1.32,0.81,1
10,28845611,92,437863,0,1,125,903952,8992,2355,310167.871,1,0.0316,12245.24,0.67,0
15,15,10,5,1,1,43,4,2,100,1.455,0,0.4,0.13,1.0,1
20,230476870,88,947838,0,1,88,19909200,348787,3185,2589627.764,1,0.0879,62177.2,1.0,0
17,477292,779,208,0,1,115,69381,2447,858,611.914,0,0.1505,662.1,1.0,0
14,2274828,77,711028,0,1,250,162295,1118,1766,29164.474,1,0.0718,1217.1,0.93,0
6,6,30,8,0,1,46,2,1,75,0.226,0,0.5,0.08,0.51,1
3,851531,303,141,0,1,119,161030,7723,3947,2801.092,0,0.1982,192.06,0.2,0
14,14,3,9,1,0,50,2,1,84,3.75,0,0.2143,0.19,1.0,1
5,0,5,3,1,1,42,2,2,94,0.167,0,0.0,0.0,0.44,1
15,74157,976,151,0,1,55,2156,85,3956,75.904,0,0.0302,22.08,1.0,0
12,19,2,7,0,0,3,2,0,12,6.667,0,0.1053,1.84,0.99,1
8,707456,1928,228,0,1,46,79407,2397,983,366.748,0,0.1156,765.04,0.53,0
11,19,19,3,0,1,50,3,1,19,1.0,0,0.2105,0.94,1.0,1
19,19,28,10,0,0,38,0,2,66,0.69,0,0.1053,0.29,1.0,1
7,80885,497,94,0,1,90,8232,370,758,162.422,0,0.1063,107.59,0.47,0
9,763860,2680,280,0,1,147,88777,2570,1078,284.916,0,0.1196,666.67,0.6,0
9,17,11,9,1,1,9,3,2,19,1.5,0,0.2941,0.9,0.76,1
14,18,2,10,0,1,32,1,2,17,6.333,0,0.1667,1.22,1.0,1
14,6,8,4,0,1,29,5,1,84,0.778,0,1.0,0.07,1.0,1
10,16,1,5,1,1,28,0,0,38,8.5,0,0.0,0.4,0.93,1
15,16,13,2,1,1,34,3,1,62,1.214,0,0.25,0.31,1.0,1
18,14,12,4,0,0,29,5,1,57,1.154,0,0.4286,0.23,1.0,1
6,939,83,40,1,1,55,0,0,1200,11.19,0,0.0,0.65,0.4,0
7,1,4,8,0,0,16,3,2,64,0.4,0,5.0,0.02,0.68,1
15,89681681,22,725424,0,1,198,3077071,53013,1224,3899203.565,1,0.0349,77885.96,1.0,0
4,1366187,66,379354,0,1,209,158343,2277,3912,20390.866,1,0.1176,307.82,0.27,0
12,11,9,0,1,0,4,0,1,100,1.2,0,0.0909,0.1,0.91,1
16,589,90,450,1,0,80,0,0,2092,6.484,0,0.0,0.25,1.0,0
9,30142,721,272,0,1,62,5743,187,1531,41.749,0,0.1967,16.85,0.6,0
10,26559,121,138,1,0,72,0,0,2218,217.705,0,0.0,12.21,0.67,0
10,16,24,0,0,1,48,2,0,60,0.68,0,0.125,0.29,0.82,1
20,15,11,0,0,1,18,4,0,83,1.333,0,0.2667,0.19,1.0,1
12,5964572,83,732410,0,1,219,386946,5388,1147,71006.821,1,0.0658,5322.71,0.8,0
8,14,0,0,0,0,30,5,0,81,15.0,0,0.3571,0.16,0.66,1
5,787242,1194,248,0,1,152,41582,1464,620,658.781,0,0.0547,1352.91,0.33,0
15,466715,447,30,0,1,54,45364,1318,3905,1041.777,0,0.1,132.29,1.0,0
5,1,22,4,1,1,15,0,0,44,0.087,0,0.0,0.03,0.51,1
18,998491,238,209,0,1,196,53638,2653,3193,4177.791,0,0.0564,323.48,1.0,0
3,25196,193,493,1,0,66,0,0,837,129.881,0,0.0,29.2,0.2,0
9,690429,2228,102,0,1,24,36475,1394,1426,309.749,0,0.0548,559.25,0.6,0
3,6629,516,180,0,1,107,1108,19,1922,12.824,0,0.17,3.91,0.2,0
6,4073437,83,721025,0,1,51,549801,9845,4426,48493.31,1,0.1374,1022.84,0.4,0
14,5,20,6,0,1,44,4,1,59,0.286,0,1.0,0.07,1.0,1
20,1871033,82,636096,0,1,70,239213,4277,1373,22542.578,1,0.1301,1197.26,1.0,0
14,11,18,5,0,1,38,1,0,12,0.632,0,0.0909,0.86,1.0,1
4,29447,273,181,1,0,13,0,0,2733,107.474,0,0.0,12.07,0.27,0
13,4,10,7,0,1,22,1,0,11,0.455,0,0.25,0.34,1.0,1
13,22623,48,57,1,0,22,0,0,2230,461.714,0,0.0,10.06,0.87,0
7,5431,184,481,1,0,19,0,0,1597,29.362,0,0.0,3.79,0.47,0
18,98671,459,165,0,1,105,14631,725,2153,214.504,0,0.1556,41.38,1.0,0
17,537345,2594,182,0,1,129,48005,1185,2147,207.07,0,0.0915,250.03,1.0,0
16,372142,2519,263,0,1,24,73826,1816,2847,147.676,0,0.2033,117.78,1.0,0
16,1407,210,181,1,0,66,0,0,2910,6.673,0,0.0,0.44,1.0,0
6,453131,148,181,0,1,84,44111,2132,1312,3041.154,0,0.1021,391.31,0.4,0
11,14751,57,415,1,0,77,0,0,1550,254.345,0,0.0,11.1,0.73,0
13,8,0,3,1,0,13,2,2,67,9.0,0,0.5,0.13,1.0,1
16,33512396,82,66288,0,1,212,4200435,78299,2037,403763.819,1,0.1277,13929.28,1.0,0
7,762208,1190,84,0,1,43,30842,783,1623,639.974,0,0.0415,435.69,0.47,0
12,5,17,0,1,1,31,2,0,35,0.333,0,0.4,0.11,1.0,1
16,528488,2856,193,0,1,139,50723,2457,1750,184.98,0,0.1006,297.32,1.0,0
17,981984,939,191,0,1,26,28483,1364,862,1044.665,0,0.0304,922.94,1.0,0
6,23590,34,91,1,0,104,0,0,1482,674.029,0,0.0,13.76,0.4,0
5,34869274,82,309441,0,1,177,2359914,31293,1049,420111.747,1,0.0686,30312.35,0.33,0
10,17,4,3,1,1,29,0,0,72,3.6,0,0.0,0.25,0.87,1
4,5678,244,51,1,1,37,0,0,2235,23.18,0,0.0,2.07,0.27,0
15,122405115,67,39582,0,1,219,6995086,115381,1336,1800075.235,1,0.0581,78949.57,1.0,0
18,5655,138,423,1,0,44,0,0,1190,40.691,0,0.0,5.69,1.0,0
14,298394,2553,297,0,1,65,55691,764,2165,116.834,0,0.1892,126.76,0.93,0
17,18,28,4,1,1,6,3,1,64,0.655,0,0.2222,0.33,1.0,1
7,18891,278,401,1,1,73,0,0,1458,67.713,0,0.0,14.09,0.47,0
5,10,7,8,1,1,5,5,2,25,1.375,0,0.7,0.34,0.54,1
17,15,25,9,1,1,1,3,1,36,0.615,0,0.2667,0.4,1.0,1
3,474619,2078,133,0,1,41,66525,1747,2587,228.292,0,0.1438,162.77,0.2,0
5,16,7,2,1,0,6,2,1,35,2.125,0,0.1875,0.39,0.56,1
12,15441,239,40,1,0,129,0,0,2518,64.342,0,0.0,6.67,0.8,0
8,19,0,7,0,0,13,1,2,98,20.0,0,0.1579,0.17,0.76,1
11,17886,95,202,1,0,44,0,0,1478,186.323,0,0.0,13.49,0.73,0
5,20,10,10,0,0,46,0,1,22,1.909,0,0.05,0.87,0.54,1
12,2,5,7,0,0,2,0,2,33,0.5,0,1.0,0.06,0.99,1
5,6,11,6,1,1,39,2,1,44,0.583,0,0.5,0.16,0.52,1
7,19,11,7,1,0,36,4,1,29,1.667,0,0.2632,0.64,0.6,1
9,11,15,3,0,0,30,2,0,63,0.75,0,0.1818,0.17,0.84,1
13,356,203,238,1,0,131,0,0,2527,1.75,0,0.0,0.11,0.87,0
5,0,19,10,1,1,9,2,0,73,0.05,0,0.0,0.0,0.49,1
9,8,25,4,1,1,40,0,1,85,0.346,0,0.125,0.09,0.81,1
20,16,28,8,0,1,21,2,0,46,0.586,0,0.125,0.29,1.0,1
14,557942,2828,282,0,1,94,89818,4294,2151,197.223,0,0.1687,291.43,0.93,0
16,352750,1125,120,0,1,27,61314,2532,1696,313.278,0,0.181,243.64,1.0,0
5,1,6,2,1,1,30,1,0,36,0.286,0,1.0,0.03,0.53,1
11,62398,465,38,0,1,183,6856,188,1703,133.903,0,0.1129,33.48,0.73,0
14,7,29,7,0,0,5,1,2,20,0.267,0,0.4286,0.32,1.0,1
6,1911160,19,155399,0,1,195,176420,2888,1210,95558.05,1,0.0938,1619.07,0.4,0
10,28110,120,280,1,1,131,0,0,2091,232.322,0,0.0,13.53,0.67,0
10,17,30,8,1,1,6,0,2,18,0.581,0,0.1176,0.99,0.85,1
13,94092759,73,547924,0,1,80,7787743,82748,1641,1271523.784,1,0.0836,55247.99,0.87,0
8,204361069,87,970547,0,1,121,27773411,373625,934,2322284.886,1,0.1377,256327.98,0.53,0
7,10561,107,461,1,1,149,0,0,1975,97.796,0,0.0,4.35,0.47,0
7,486004,584,222,0,1,33,87443,4101,1305,830.778,0,0.1884,341.94,0.47,0
19,9,24,9,0,0,39,4,0,73,0.4,0,0.4444,0.13,1.0,1
16,13,16,0,0,0,35,0,1,88,0.824,0,0.0769,0.18,1.0,1
14,15,18,8,0,0,9,0,0,98,0.842,0,0.0,0.13,1.0,1
8,2,14,0,1,1,29,1,2,81,0.2,0,1.5,0.03,0.69,1
5,251896,433,94,0,1,167,37775,1215,535,580.408,0,0.1548,469.49,0.33,0
8,3,17,3,1,0,34,3,2,13,0.222,0,1.6667,0.25,0.68,1
5,4326,89,409,1,1,93,0,0,1349,48.078,0,0.0,2.83,0.33,0
16,6,12,8,1,0,14,5,0,78,0.538,0,0.8333,0.09,1.0,1
14,9250,141,362,1,1,144,0,0,2971,65.148,0,0.0,2.5,0.93,0
10,45,224,57,1,1,66,0,0,1778,0.204,0,0.0,0.03,0.67,0
7,16192,138,194,1,0,90,0,0,1094,116.496,0,0.0,17.16,0.47,0
13,10,28,0,0,1,50,5,2,41,0.379,0,0.7,0.27,1.0,1
14,7,18,5,1,1,39,1,1,93,0.421,0,0.2857,0.09,1.0,1
12,180,277,131,1,1,32,0,0,2115,0.651,0,0.0,0.09,0.8,0
11,871251,2948,255,0,1,136,105307,1077,2873,295.44,0,0.1221,360.24,0.73,0
16,971235,453,287,0,1,149,145483,3894,1786,2139.286,0,0.1538,507.09,1.0,0
5,866913,105,32,0,1,53,49581,2357,1317,8178.434,0,0.0599,684.48,0.33,0
7,27131,169,430,1,1,140,0,0,2289,159.6,0,0.0,10.05,0.47,0
20,113774059,47,113610,0,1,222,4862141,26135,4421,2370292.917,1,0.043,23964.42,1.0,0
12,1,19,3,1,0,43,5,0,96,0.1,0,5.0,0.01,0.99,1
8,10977,260,165,1,1,57,0,0,409,42.061,0,0.0,27.84,0.53,0
19,15,17,8,1,1,16,0,2,11,0.889,0,0.1333,1.47,1.0,1
18,2747210,4,94642,0,1,64,116941,968,2956,549442.2,1,0.0429,743.75,1.0,0
20,3,3,0,1,1,30,3,1,83,1.0,0,1.3333,0.04,1.0,1
14,1671926,56,221660,0,1,154,190151,3117,4352,29332.053,1,0.1156,433.5,0.93,0
4,16304,102,51,1,0,139,0,0,1627,158.301,0,0.0,11.97,0.27,0
3,123100,1454,187,0,1,143,4417,175,2814,84.605,0,0.0373,51.21,0.2,0
12,27032,117,232,1,0,52,0,0,2314,229.093,0,0.0,11.01,0.8,0
14,0,16,5,0,1,47,4,1,76,0.059,0,0.0,0.0,1.0,1
19,19,8,9,0,1,40,5,0,43,2.222,0,0.2632,0.42,1.0,1
9,52738326,36,28784,0,1,148,893975,15919,3994,1425360.189,1,0.0173,15090.56,0.6,0
7,542604,698,233,0,1,79,56067,1976,707,776.259,0,0.107,854.75,0.47,0
13,2,18,9,0,1,5,4,0,88,0.158,0,2.0,0.02,0.97,1
8,0,29,2,0,1,10,3,1,47,0.033,0,0.0,0.0,0.71,1
18,55846,843,67,0,1,58,5697,93,3106,66.169,0,0.1037,21.02,1.0,0
7,60794201,30,284914,0,1,135,3329050,43618,1366,1961103.29,1,0.0555,39721.16,0.47,0
17,16,16,8,0,0,5,0,2,70,1.0,0,0.125,0.27,1.0,1
17,5,20,6,1,0,39,1,0,82,0.286,0,0.2,0.06,1.0,1
11,2279,209,45,1,1,42,0,0,170,10.857,0,0.0,15.8,0.73,0
18,8533,53,214,1,0,131,0,0,1361,158.037,0,0.0,6.69,1.0,0
16,734369,2644,128,0,1,76,72293,2197,1676,277.645,0,0.1014,463.38,1.0,0
11,7,22,10,1,1,4,3,1,72,0.348,0,0.5714,0.1,0.84,1
7,397935,2941,156,0,1,65,45835,1217,1442,135.26,0,0.1182,312.97,0.47,0
11,7308,263,258,1,0,143,0,0,1122,27.686,0,0.0,5.76,0.73,0
20,5,12,4,0,0,4,2,1,43,0.462,0,0.6,0.12,1.0,1
15,115227,1205,25,0,1,80,14624,562,2068,95.546,0,0.1318,53.62,1.0,0
10,5296,91,231,1,1,101,0,0,2187,57.576,0,0.0,2.49,0.67,0
6,860671,1807,111,0,1,141,121977,3670,3193,476.035,0,0.146,235.18,0.4,0
17,18,26,8,0,0,18,2,0,25,0.704,0,0.1111,0.71,1.0,1
11,463619,1791,214,0,1,86,46210,866,523,258.717,0,0.1015,934.78,0.73,0
8,370474,1214,243,0,1,62,53275,1140,2833,304.918,0,0.1469,155.52,0.53,0
16,544353,1667,145,0,1,169,108500,4075,2343,326.351,0,0.2068,273.95,1.0,0
6,16,27,4,1,1,42,5,2,58,0.607,0,0.4375,0.33,0.68,1
13,7430,148,203,1,0,145,0,0,2005,49.872,0,0.0,4.21,0.87,0
17,17,16,2,0,1,18,2,1,28,1.059,0,0.1765,0.62,1.0,1
8,13,1,5,0,0,41,0,2,46,7.0,0,0.1538,0.33,0.73,1
11,15,11,3,1,1,22,5,2,91,1.333,0,0.4667,0.14,0.87,1
13,476289,2149,250,0,1,166,41483,2008,3305,221.53,0,0.0913,161.3,0.87,0
12,79122477,28,2304,0,1,137,4725151,68537,4076,2728361.31,1,0.0606,19782.1,0.8,0
16,3911,235,26,1,0,89,0,0,2553,16.576,0,0.0,1.23,1.0,0
18,29849,114,184,1,0,81,0,0,1287,259.565,0,0.0,19.9,1.0,0
15,14150,753,254,0,1,137,2467,119,3133,18.768,0,0.1828,4.7,1.0,0
8,8,20,7,0,1,45,0,1,70,0.429,0,0.125,0.12,0.66,1
20,9,5,3,0,0,26,4,0,42,1.667,0,0.4444,0.24,1.0,1
6,1183,211,90,1,1,126,0,0,1618,5.585,0,0.0,0.79,0.4,0
10,8,10,5,0,0,17,2,2,18,0.818,0,0.5,0.52,0.95,1
16,15216,73,100,1,0,140,0,0,223,205.635,0,0.0,66.95,1.0,0
11,419569,840,138,0,1,64,80794,1140,1110,498.894,0,0.1953,422.31,0.73,0
15,0,3,1,0,1,46,5,0,29,0.25,0,0.0,0.0,1.0,1
18,642566,1074,186,0,1,182,118417,1909,2163,597.737,0,0.1873,301.4,1.0,0
9,833520,1873,152,0,1,100,154710,6487,1365,444.782,0,0.1934,692.62,0.6,0
7,64466506,84,950370,0,1,204,8526285,85266,3186,758429.494,1,0.1336,23607.34,0.47,0
17,8723,280,310,1,0,129,0,0,2174,31.046,0,0.0,3.77,1.0,0
18,133570,2168,162,0,1,45,6673,227,783,61.582,0,0.0517,159.05,1.0,0
7,16,17,6,0,1,12,1,1,90,0.944,0,0.125,0.2,0.66,1
15,18,0,4,0,0,5,3,1,91,19.0,0,0.2222,0.23,1.0,1
3,337257,2872,299,0,1,173,19320,354,1965,117.389,0,0.0583,175.92,0.2,0
7,19,13,5,1,1,50,2,2,50,1.429,0,0.2105,0.37,0.75,1
8,24811,253,477,1,0,72,0,0,980,97.685,0,0.0,28.8,0.53,0
16,6,4,6,0,0,42,1,1,42,1.4,0,0.3333,0.17,1.0,1
6,5,24,7,0,1,33,1,1,71,0.24,0,0.4,0.07,0.64,1
6,13383,72,258,1,1,96,0,0,2650,183.342,0,0.0,5.82,0.4,0
10,12225,252,6,1,0,87,0,0,547,48.324,0,0.0,20.16,0.67,0
13,18,25,6,0,0,37,1,0,21,0.731,0,0.0556,0.92,1.0,1
8,16520,196,361,1,0,127,0,0,2801,83.863,0,0.0,5.62,0.53,0
5,1,27,10,0,1,23,5,2,15,0.071,0,7.0,0.06,0.48,1
17,259414,886,63,0,1,141,21061,990,400,292.463,0,0.085,596.63,1.0,0
18,14,22,2,0,0,41,0,2,47,0.652,0,0.1429,0.24,1.0,1
10,9,5,8,0,1,47,3,1,37,1.667,0,0.4444,0.26,0.79,1
7,1787,187,371,1,0,117,0,0,1599,9.511,0,0.0,1.32,0.47,0
8,13101628,10,399582,0,1,207,656565,9504,1393,1191057.182,1,0.0508,9934.22,0.53,0
12,10,5,8,0,0,47,0,0,31,1.833,0,0.0,0.31,1.0,1
4,711449,642,39,0,1,80,62110,1106,2377,1106.454,0,0.0889,263.43,0.27,0
9,23206,283,353,1,1,79,0,0,458,81.715,0,0.0,43.77,0.6,0
15,7,22,5,1,0,23,4,1,26,0.348,0,0.7143,0.29,1.0,1
19,188119326,13,962644,0,1,74,15691777,135177,3338,13437094.786,1,0.0841,50775.72,1.0,0
6,11,20,1,0,1,6,1,1,21,0.571,0,0.1818,0.55,0.67,1
12,8054,238,27,1,0,47,0,0,973,33.703,0,0.0,7.59,0.8,0
10,279400196,59,706216,0,1,234,24090540,312671,4172,4656669.95,1,0.0873,60206.64,0.67,0
7,386682,513,256,0,1,196,56991,1769,627,752.302,0,0.152,705.36,0.47,0
7,12,16,0,1,1,24,5,0,99,0.765,0,0.4167,0.13,0.62,1
3,395651,1189,107,0,1,144,50316,1299,1338,332.481,0,0.1305,318.89,0.2,0
10,1679603,65,78694,0,1,235,186940,3471,3439,25448.545,1,0.1134,479.95,0.67,0
17,31090,762,174,0,1,47,2444,121,3161,40.748,0,0.0825,10.13,1.0,0
5,279,129,156,1,0,40,0,0,2816,2.154,0,0.0,0.12,0.33,0
14,10,14,2,0,1,31,5,1,41,0.733,0,0.6,0.29,1.0,1
11,0,17,9,1,0,19,2,0,28,0.056,0,0.0,0.0,0.92,1
20,1,21,3,0,0,25,5,0,90,0.091,0,5.0,0.01,1.0,1
12,3,1,1,0,1,24,3,1,62,2.0,0,1.3333,0.04,1.0,1
13,5,16,5,0,1,47,3,1,86,0.353,0,0.8,0.06,1.0,1
6,71452,98,220,0,1,45,9908,238,2451,721.747,0,0.142,31.78,0.4,0
13,1,16,3,1,0,23,1,2,44,0.118,0,3.0,0.02,1.0,1
13,616908,1530,43,0,1,165,57312,2274,1374,402.945,0,0.0966,445.48,0.87,0
5,13,14,8,1,0,44,4,2,75,0.933,0,0.4615,0.19,0.52,1
10,18706,2542,239,0,1,117,1929,73,2393,7.356,0,0.107,6.3,0.67,0
5,309024,2105,272,0,1,159,48901,2301,2936,146.736,0,0.1657,88.35,0.33,0
11,398624,208,259,0,1,42,44258,589,2245,1907.297,0,0.1125,193.49,0.73,0
16,9735,122,57,1,0,46,0,0,2978,79.154,0,0.0,3.67,1.0,0
4,78157721,22,995164,0,1,92,11419083,195573,1316,3398161.826,1,0.1486,57570.05,0.27,0
14,6,6,5,0,1,29,2,1,14,1.0,0,0.5,0.41,1.0,1
20,9,1,5,1,0,40,5,2,87,5.0,0,0.7778,0.1,1.0,1
5,882593,711,16,0,1,49,115317,5382,3457,1239.598,0,0.1368,244.86,0.33,0
9,808523,1683,55,0,1,25,29732,1224,3791,480.121,0,0.0383,194.93,0.6,0
19,3,16,10,0,0,13,5,2,16,0.235,0,2.3333,0.16,1.0,1
16,17,30,5,1,0,47,2,0,45,0.581,0,0.1176,0.33,1.0,1
18,11,3,1,1,0,1,3,1,86,3.0,0,0.3636,0.12,1.0,1
13,6419,191,158,1,0,114,0,0,2461,33.438,0,0.0,2.95,0.87,0
14,4,18,10,0,0,44,0,1,45,0.263,0,0.25,0.09,1.0,1
13,1449372,82,464972,0,1,82,33157,587,4113,17462.325,1,0.0233,299.18,0.87,0
9,12115,177,107,1,0,27,0,0,2203,68.067,0,0.0,6.17,0.6,0
16,5189,203,46,1,0,107,0,0,1207,25.441,0,0.0,4.66,1.0,0
7,711551,1696,176,0,1,50,48179,2340,3102,419.3,0,0.071,203.07,0.47,0
9,43061379,77,932974,0,1,161,1377728,8981,1641,552068.974,1,0.0322,25288.71,0.6,0
18,789314,2729,88,0,1,50,127248,5018,1522,289.126,0,0.1676,606.08,1.0,0
12,720620,1868,125,0,1,161,142010,3851,1968,385.565,0,0.2024,418.42,0.8,0
11,282644,1070,73,0,1,200,37146,1110,2021,263.908,0,0.1354,166.58,0.73,0
4,998597,2929,260,0,1,79,60785,822,3230,340.818,0,0.0617,292.75,0.27,0
9,213054445,60,329120,0,1,140,8649852,117687,1548,3492695.836,1,0.0412,137576.98,0.6,0
16,10,22,2,1,0,24,2,2,61,0.478,0,0.4,0.19,1.0,1
15,971335,1090,194,0,1,135,4893,55,2132,890.317,0,0.0051,416.32,1.0,0
9,4444,216,203,1,0,23,0,0,2294,20.484,0,0.0,1.68,0.6,0
5,391470,1623,260,0,1,98,33162,383,2925,241.054,0,0.0857,156.41,0.33,0
12,9,22,8,1,1,20,0,1,73,0.435,0,0.1111,0.14,0.97,1
17,365684,2950,292,0,1,186,54967,1639,1505,123.919,0,0.1548,244.21,1.0,0
9,8603,164,218,1,1,23,0,0,2227,52.145,0,0.0,4.36,0.6,0
5,1127564,41,180223,0,1,208,83906,1287,2282,26846.786,1,0.0756,481.6,0.33,0
16,20,7,4,1,0,49,4,0,67,2.625,0,0.2,0.32,1.0,1
18,7,11,1,0,1,8,1,0,80,0.667,0,0.1429,0.09,1.0,1
4,967280,2804,255,0,1,141,126619,3704,3565,344.842,0,0.1347,285.13,0.27,0
13,412936,662,66,0,1,191,25605,1068,1107,622.831,0,0.0646,415.78,0.87,0
15,17,8,0,0,1,29,1,2,65,2.0,0,0.1765,0.21,1.0,1
17,12,27,10,1,1,10,5,0,16,0.464,0,0.4167,0.74,1.0,1
18,12,25,7,0,1,8,3,0,49,0.5,0,0.25,0.25,1.0,1
13,602169,1052,97,0,1,38,66487,799,1575,571.861,0,0.1117,310.3,0.87,0
17,3932,212,297,1,1,86,0,0,2926,18.465,0,0.0,1.18,1.0,0
13,12667,207,218,1,1,18,0,0,1102,60.904,0,0.0,9.35,0.87,0
10,13,17,1,1,0,48,0,1,60,0.778,0,0.0769,0.18,0.96,1
13,9,1,9,1,1,34,0,2,98,5.0,0,0.2222,0.08,0.98,1
10,4,20,7,0,1,46,0,2,48,0.238,0,0.5,0.08,0.93,1
8,604716,1538,190,0,1,42,86823,2468,591,392.929,0,0.1477,1222.18,0.53,0
11,5,30,1,1,1,27,1,1,81,0.194,0,0.4,0.07,1.0,1
14,2,26,0,0,0,6,4,0,94,0.111,0,2.0,0.02,1.0,1
13,4,17,8,1,1,29,2,2,37,0.278,0,1.0,0.12,1.0,1
14,3156213,94,253815,0,1,117,122931,988,1822,33223.305,1,0.0393,1493.91,0.93,0
8,9,26,9,0,1,17,3,0,58,0.37,0,0.3333,0.13,0.81,1
5,12,26,5,1,0,10,3,1,33,0.481,0,0.3333,0.38,0.48,1
16,1,8,6,0,0,21,0,0,94,0.222,0,0.0,0.01,1.0,1
8,17898141,11,416060,0,1,143,1437281,21473,4273,1491511.833,1,0.0815,4619.6,0.53,0
3,160004,2372,264,0,1,44,5249,235,3596,67.427,0,0.0343,45.33,0.2,0
8,8,6,5,1,1,49,0,0,24,1.286,0,0.0,0.32,0.67,1
6,160103,2144,105,0,1,83,27779,1382,1451,74.641,0,0.1821,99.19,0.4,0
6,663956,384,183,0,1,135,71145,769,3379,1724.564,0,0.1083,204.84,0.4,0
11,5802,222,347,1,1,92,0,0,2856,26.022,0,0.0,2.11,0.73,0
8,20506,91,233,1,1,24,0,0,2653,222.902,0,0.0,9.26,0.53,0
17,841217,1353,185,0,1,182,48990,1787,1370,621.284,0,0.0604,570.22,1.0,0
11,730765,86,272,0,1,136,46889,882,2363,8399.609,0,0.0654,335.01,0.73,0
15,14,3,4,1,1,2,0,2,26,3.75,0,0.1429,0.62,1.0,1
15,9,21,7,1,1,47,1,0,97,0.455,0,0.1111,0.08,1.0,1
17,8,0,5,0,1,30,4,2,36,9.0,0,0.75,0.23,1.0,1
11,3720016,40,684734,0,1,124,407195,5733,2419,90732.122,1,0.111,1776.31,0.73,0
13,346680,349,103,0,1,185,32428,1337,2656,990.517,0,0.0974,143.03,0.87,0
18,86508,84,86,0,1,158,15557,737,2055,1017.753,0,0.1884,47.04,1.0,0
7,4,9,9,0,0,18,4,1,79,0.5,0,1.25,0.04,0.71,1
15,26275550,55,694623,0,1,83,1133738,10107,2090,469206.268,1,0.0435,13581.45,1.0,0
9,854878,1190,198,0,1,31,72804,2963,575,717.783,0,0.0886,1486.49,0.6,0
12,699886,2864,164,0,1,179,51046,722,3648,244.289,0,0.074,223.8,0.8,0
19,1809352,8,982300,0,1,171,157016,847,2426,201039.222,1,0.0872,824.87,1.0,0
13,60228,2633,23,0,1,58,4752,69,1747,22.866,0,0.08,40.19,0.87,0
15,6,14,8,1,0,11,5,0,92,0.467,0,0.8333,0.06,1.0,1
12,377592,229,25,0,1,70,14710,668,1110,1641.709,0,0.0407,369.95,0.8,0
6,19,13,0,0,1,5,4,2,65,1.429,0,0.3158,0.33,0.66,1
7,5,26,10,1,1,25,0,1,48,0.222,0,0.2,0.08,0.6,1
5,8,1,8,0,1,28,0,2,23,4.5,0,0.25,0.41,0.51,1
5,18,22,6,1,1,28,5,2,22,0.826,0,0.3889,0.66,0.57,1
8,17026,74,340,1,1,126,0,0,774,227.027,0,0.0,25.52,0.53,0
20,9,27,0,0,0,20,5,0,45,0.357,0,0.5556,0.21,1.0,1
18,5,13,4,0,0,2,0,2,72,0.429,0,0.4,0.07,1.0,1
5,3,27,7,1,0,25,0,0,80,0.143,0,0.0,0.04,0.52,1
10,858906,121,300,0,1,194,92270,1540,1490,7040.221,0,0.1092,494.96,0.67,0
7,3,3,6,1,1,30,2,2,81,1.0,0,1.3333,0.04,0.73,1
3,584391,292,201,0,1,44,112730,3513,990,1994.512,0,0.1989,473.34,0.2,0
18,4739,454,119,0,1,149,362,12,3786,10.418,0,0.0789,1.22,1.0,0
18,4,11,10,0,0,16,1,2,64,0.417,0,0.75,0.06,1.0,1
16,17179,215,244,1,0,117,0,0,179,79.537,0,0.0,109.74,1.0,0
18,514616,222,164,0,1,169,58697,1675,1544,2307.7,0,0.1173,270.22,1.0,0
9,14,15,1,1,1,37,0,0,27,0.938,0,0.0,0.43,0.73,1
9,12,28,9,0,1,40,1,2,34,0.448,0,0.25,0.28,0.75,1
6,15,15,9,1,1,27,2,1,63,1.0,0,0.2,0.28,0.67,1
14,5,17,5,0,1,28,5,0,12,0.333,0,1.0,0.46,1.0,1
17,13,2,5,1,1,8,4,1,70,4.667,0,0.3846,0.21,1.0,1
